,Title,Artist,URI,Target,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
136,addictive,truth hurts feat. rakim,36jSIOSE72neBbKntCthqw,1,0.701,0.677,11.0,-6.591,0.0,0.147,0.0737,0.000162,0.187,0.367,99.271,226440.0,4.0
137,happy,ashanti,6CbcdeTQKj0qTaZTt0xkdk,1,0.727,0.515,2.0,-6.553,0.0,0.0289,0.241,3.74e-06,0.124,0.695,89.488,262227.0,4.0
138,no such thing,john mayer,6Vecwo7AHst9V2CE3kmwr0,1,0.668,0.739,4.0,-4.919,1.0,0.0308,0.0383,0.0,0.13,0.571,131.918,231467.0,4.0
139,just like a pill,p!nk,1BpV8IGf4XsRRJf4Xuui9q,1,0.689,0.774,9.0,-4.528,1.0,0.0278,8.72e-05,0.0,0.0941,0.25,102.054,236600.0,4.0
140,down 4 u,"irv gotti presents the inc. feat. ja rule, ashanti, charli baltimore and vita",4Z69sHFf60gZbdgdd9sBBq,1,0.483,0.644,1.0,-6.605,0.0,0.307,0.37,0.0,0.202,0.532,87.937,331133.0,4.0
141,can’t get you out of my head,kylie minogue,3E7ZwUMJFqpsDOJzEkBrQ7,1,0.766,0.563,9.0,-7.516,0.0,0.0339,0.0263,0.683,0.115,0.964,126.007,230640.0,4.0
142,superman (it’s not easy),five for fighting,3TwtrR1yNLY1PMPsrGQpOp,1,0.382,0.416,0.0,-9.303,1.0,0.0302,0.0733,0.0,0.0719,0.125,102.089,221693.0,4.0
143,cleanin’ out my closet,eminem,7BMO7O7ImjV8HNTH74Tshv,1,0.908,0.758,9.0,-4.753,0.0,0.174,0.0687,0.0,0.0783,0.87,148.015,297840.0,4.0
144,halfcrazy,musiq,0Ypypteg0XpEcxbUT1vPts,1,0.412,0.77,11.0,-6.057,0.0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,254493.0,3.0
145,"lights, camera, action!",mr. cheeks,36gOOIQaBwXZVKL5z2vC3Z,1,0.792,0.93,1.0,-6.32,1.0,0.0693,0.115,0.0,0.292,0.812,105.505,261027.0,4.0
146,still fly,big tymers,563vSy3HB5NHxel1VGQCW6,1,0.675,0.607,11.0,-3.538,1.0,0.162,0.0302,8.97e-06,0.339,0.56,177.928,335613.0,4.0
147,a woman’s worth,alicia keys,1NRorokmYEtr1koWybvaE4,1,0.652,0.41,4.0,-8.323,0.0,0.158,0.333,0.0,0.064,0.495,75.09,303333.0,4.0
148,7 days,craig david,0gPQTLaqHDgdupKEok7J2x,1,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,235133.0,4.0
149,hey ma,"cam’ron feat. juelz santana, freekey zekey and toya",0Uhnzk5zI46IRlQ04LNOtc,1,0.791,0.666,8.0,-5.484,1.0,0.341,0.0256,6.33e-06,0.0796,0.938,90.345,232533.0,4.0
150,work it,missy “misdemeanor” elliott,3jagJCUbdqhDSPuxP8cAqF,1,0.884,0.677,1.0,-5.603,1.0,0.283,0.0778,0.0,0.0732,0.584,101.868,263227.0,4.0
151,move bitch,ludacris feat. mystikal and infamous 2.0,0LyZGZEZcFqpeF8bAfx3v0,1,0.777,0.751,1.0,-5.692,1.0,0.133,0.245,0.0,0.1,0.191,177.894,272293.0,4.0
152,can’t fight the moonlight,leann rimes,2AogRMqARWyUP7VQ3gmSoY,1,0.628,0.834,6.0,-6.341,0.0,0.0497,0.403,0.0,0.051,0.626,97.865,215507.0,4.0
153,escape,enrique iglesias,6KRi6CBUitENJB4HQbSVSD,1,0.777,0.852,11.0,-5.329,1.0,0.0295,0.0299,0.000498,0.145,0.877,125.994,208040.0,4.0
154,more than a woman,aaliyah,4x2YdtTppdbL4kHPOjaunq,1,0.655,0.649,1.0,-5.653,0.0,0.089,0.0793,0.000393,0.117,0.759,86.968,229867.0,4.0
155,hella good,no doubt,6AfLmKXzhEZjwiVPs5jhdV,1,0.772,0.665,8.0,-3.947,1.0,0.0349,0.0136,0.012,0.0905,0.838,115.138,242587.0,4.0
156,i love you,faith evans,6gsmFgUiSTuinJlScwFODv,1,0.489,0.757,11.0,-4.062,0.0,0.0926,0.00981,0.0,0.234,0.567,168.004,267160.0,4.0
157,gotta get thru this,daniel bedingfield,747tpec1a0Hfqvj2za1pBs,1,0.837,0.765,7.0,-5.007,0.0,0.0631,0.0852,7.08e-05,0.1,0.912,133.57,161200.0,4.0
158,pass the courvoisier part ii,busta rhymes feat. p. diddy and pharrell,4SnTf4ixVZCfQtxHNhky0T,1,0.697,0.793,6.0,-4.699,0.0,0.323,0.0844,0.0,0.0619,0.56,89.767,238600.0,4.0
159,lose yourself,eminem,5Z01UMMf7V1o0MzF86s6WJ,1,0.692,0.744,2.0,-4.565,1.0,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467.0,4.0
160,butterflies,michael jackson,0rT9f5BSZrZ6DvzfBEckG0,1,0.708,0.655,8.0,-2.69,1.0,0.0883,0.0583,2.1e-06,0.11,0.545,89.99,279160.0,4.0
161,what about us?,brandy,537F8BYzIMOZBl75qwCXy8,1,0.524,0.732,10.0,-1.595,0.0,0.355,0.257,0.0,0.439,0.736,185.932,250067.0,4.0
162,underneath your clothes,shakira,15f8Cv8RXUlOOCIf2oaceN,1,0.616,0.597,8.0,-5.328,1.0,0.0415,0.691,0.0,0.104,0.362,165.508,224067.0,4.0
163,rainy dayz,mary j. blige feat. ja rule,1F1XjwRzMh8KT2BvH6ISkG,1,0.476,0.663,6.0,-6.905,1.0,0.191,0.182,0.0,0.321,0.525,74.884,276360.0,4.0
164,the whole world,outkast feat. killer mike,074v54tSEWLbq3Hu5wf6uh,1,0.814,0.852,2.0,-6.176,1.0,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,295347.0,3.0
165,underneath it all,no doubt feat. lady saw,6fR6Z0Vc1K6yQWNUIKjAIR,1,0.729,0.731,4.0,-4.823,1.0,0.0682,0.235,1.35e-06,0.391,0.838,138.204,302720.0,4.0
166,caramel,city high feat. eve,5dXmPzPDTMWmxmpzxAV1JZ,1,0.801,0.66,5.0,-8.267,0.0,0.286,0.175,9.5e-06,0.0748,0.295,93.036,212293.0,4.0
167,luv u better,ll cool j,7cGcyNd7NVvDIwCAQSbJLI,1,0.667,0.808,6.0,-3.878,1.0,0.238,0.239,0.0,0.298,0.712,95.075,286907.0,4.0
168,gimme the light,sean paul,3SCVtAJq8li6HlKfM4M08u,1,0.778,0.761,2.0,-5.529,1.0,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,228000.0,4.0
169,gone,‘n sync,2dHoVW9AxJVSRebPRyV2aA,1,0.647,0.377,6.0,-6.003,1.0,0.0375,0.594,0.0,0.0768,0.653,79.936,207164.0,4.0
170,roll out (my business),ludacris,4SyadrABZJIjeND1HPJS31,1,0.921,0.668,7.0,-8.73,1.0,0.235,0.0949,0.0,0.592,0.892,131.059,296587.0,4.0
171,here is gone,goo goo dolls,4KqTGPPmXowMPEoShSVOta,1,0.338,0.685,1.0,-5.178,1.0,0.0322,0.00052,0.000512,0.109,0.221,102.192,238173.0,4.0
172,no more drama,mary j. blige,7nWsh14AHpnTzq1Xejz90U,1,0.653,0.837,6.0,-6.818,0.0,0.124,0.534,7.12e-05,0.0784,0.64,97.914,326240.0,4.0
173,days go by,dirty vegas,2RLpFEf6d0708O7Bqhjyxg,1,0.786,0.853,9.0,-8.274,0.0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147.0,4.0
174,baby,ashanti,6pWzCKTrKrwbUPzY8RLCoP,1,0.71,0.797,4.0,-3.006,0.0,0.0582,0.408,0.0,0.16,0.849,94.998,209120.0,4.0
175,the good stuff,kenny chesney,1sR3kJi14jA8Gau3a0yXAo,1,0.612,0.62,7.0,-9.785,1.0,0.0645,0.255,0.0,0.129,0.502,143.78,200440.0,4.0
176,we thuggin’,fat joe feat. r. kelly,2EcW94ak7kYH4mDMvI7iWg,1,0.896,0.649,8.0,-3.792,1.0,0.208,0.177,0.0,0.0759,0.822,99.107,213533.0,4.0
177,good morning beautiful,steve holy,0eHT8N5YQglv8cYYizXvSw,1,0.565,0.5,7.0,-8.822,1.0,0.031,0.452,0.0,0.137,0.242,70.984,210933.0,4.0
178,rock the boat,aaliyah,0qvlhVNm7L5IWabWF5hlEL,1,0.637,0.725,5.0,-5.073,1.0,0.0333,0.0702,0.00438,0.203,0.415,92.99,274733.0,4.0
179,drive (for daddy gene),alan jackson,1FV374EPG5CrjdIbIMLkcv,1,0.713,0.579,11.0,-8.066,1.0,0.0413,0.338,0.0,0.174,0.511,125.179,242733.0,4.0
180,standing still,jewel,6a0e5Fb8cwz8pklTJOFGju,1,0.614,0.681,2.0,-6.616,1.0,0.0337,0.152,7.32e-06,0.0797,0.341,123.898,270333.0,4.0
181,anything,jaheim feat. next,38084tN66v4KHqiLpl9cN8,1,0.731,0.377,5.0,-7.907,1.0,0.0425,0.0516,0.0,0.137,0.452,105.743,287027.0,4.0
182,full moon,brandy,0pLmfgIANOX9FB9uZDU43x,1,0.692,0.656,10.0,-4.81,0.0,0.151,0.358,0.0029,0.0929,0.629,105.994,248933.0,4.0
183,uh huh,b2k,2nBY2iQvxOIXrdlJvg7ZPo,1,0.855,0.681,2.0,-4.955,1.0,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699,223293.0,4.0
184,a new day has come,celine dion,6LefIBy3hzTN6Yd1m81gpC,1,0.436,0.333,6.0,-9.869,1.0,0.0354,0.722,9.61e-06,0.187,0.0609,119.483,341800.0,3.0
185,living and living well,george strait,3YxKqZFpcxBPvpUssL8FS2,1,0.602,0.683,1.0,-6.82,1.0,0.0304,0.347,0.00338,0.11,0.522,120.787,218307.0,4.0
186,my list,toby keith,3vzmDjQ7E6gzAVg4ecp6XU,1,0.629,0.737,1.0,-4.309,0.0,0.0323,0.332,0.0,0.147,0.341,87.068,199813.0,4.0
187,hands clean,alanis morissette,2LVxvGhl2U5p2ql2ujc6vZ,1,0.513,0.82,7.0,-5.428,1.0,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,269400.0,4.0
188,sk8er boi,avril lavigne,00Mb3DuaIH1kjrwOku9CGU,1,0.487,0.9,0.0,-4.417,1.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000.0,4.0
189,long time gone,dixie chicks,0JiX8NsRdCHm8GliFuf97V,1,0.549,0.693,2.0,-5.572,1.0,0.0311,0.18,1.75e-06,0.153,0.819,170.241,249412.0,4.0
190,where were you (when the world stopped turning),alan jackson,3eSwvMfSA0Fyku6Ak5JEw0,1,0.623,0.387,0.0,-9.537,1.0,0.0316,0.549,0.0,0.0764,0.189,115.362,305093.0,4.0
191,like i love you,justin timberlake,6W2Ef5Ph6ILTUAedoQ3QIv,1,0.853,0.811,6.0,-4.927,0.0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,283627.0,4.0
192,in da club,50 cent,4RY96Asd9IefaL3X4LOLZ8,1,0.902,0.72,6.0,-2.776,0.0,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,4.0
193,ignition,r. kelly,5dNfHmqgr128gMY2tc5CeJ,1,0.795,0.523,1.0,-7.165,1.0,0.0423,0.061,0.0,0.0914,0.855,133.024,186067.0,4.0
194,get busy,sean paul,5qTvkDrSfvwDv6RBjjcfQr,1,0.735,0.824,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,100.202,211666.0,4.0
195,crazy in love,beyonce feat. jay-z,5IVuqXILoxVWvWEPm82Jxr,1,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133.0,4.0
196,when i’m gone,3 doors down,3WbphvawbMZ8FyqDxYGdSQ,1,0.53,0.768,7.0,-5.611,1.0,0.0284,0.00385,0.0,0.103,0.374,148.095,260333.0,4.0
197,unwell,matchbox twenty,6Bm6qUCSatPAqkQllFL7oA,1,0.256,0.788,6.0,-5.263,0.0,0.0403,0.0298,0.0,0.707,0.429,80.718,228707.0,4.0
198,right thurr,chingy,0l3GEbH3CviUytD6iX4wzg,1,0.866,0.749,2.0,-3.977,1.0,0.253,0.15,0.0,0.0614,0.891,92.074,250747.0,4.0
199,miss you,aaliyah,0tr492xughUjNeqSDDD5nK,1,0.678,0.338,10.0,-9.899,1.0,0.0319,0.655,0.0,0.215,0.502,109.888,245227.0,4.0
200,picture,kid rock feat. sheryl crow,69j0KoPJuwpnbGWrfn7Yll,1,0.692,0.496,7.0,-7.332,1.0,0.0241,0.172,6.42e-06,0.107,0.376,97.945,298960.0,4.0
201,bring me to life,evanescence feat. paul mccoy,0COqiPhxzoWICwFCS4eZcp,1,0.331,0.943,4.0,-3.188,0.0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,235893.0,4.0
202,get low,lil jon and the east side boyz feat. ying yang twins,2ajUxpHW8NJWV6LnbhaZTI,1,0.781,0.598,1.0,-8.001,1.0,0.0385,0.0206,0.0,0.194,0.131,101.043,324600.0,4.0
203,baby boy,beyonce feat. sean paul,4WY3HyGXsWqjFRCVD6gnTe,1,0.655,0.488,1.0,-9.17,1.0,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244827.0,4.0
204,shake ya tailfeather,"nelly, p. diddy and murphy lee",4TJduXYW1Pg96EDNnfiwxJ,1,0.715,0.733,1.0,-7.068,1.0,0.262,0.134,0.0,0.157,0.897,87.665,295173.0,4.0
205,21 questions,50 cent feat. nate dogg,41bIQPBE1lFN0mmw6Lmssz,1,0.576,0.807,6.0,-3.908,0.0,0.317,0.353,0.000363,0.0512,0.908,90.012,224427.0,4.0
206,all i have,jennifer lopez feat. ll cool j,3kgutGd839IOYRl6ekeq6V,1,0.699,0.668,1.0,-5.305,1.0,0.106,0.265,0.0,0.141,0.472,83.074,254467.0,4.0
207,beautiful,christina aguilera,3TCauNPqFiniaYHBvEVoHG,1,0.456,0.573,5.0,-3.866,0.0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560.0,4.0
208,i know what you want,busta rhymes and mariah carey feat. the flipmode squad,0YImOCkIJ2PWhCXaURCZnY,1,0.648,0.759,6.0,-4.315,1.0,0.306,0.0142,0.0,0.648,0.518,85.996,324307.0,4.0
209,i’m with you,avril lavigne,1jlG3KJ3gdYmhfuySFfpO1,1,0.457,0.406,9.0,-7.462,1.0,0.0291,0.08,0.0,0.117,0.208,151.95,223067.0,3.0
210,drift away,uncle kracker feat. dobie gray,0RFgvrhkf9FiDRLA0BhzpZ,1,0.583,0.66,11.0,-5.078,1.0,0.0377,0.181,0.0,0.0979,0.861,151.956,255560.0,4.0
211,magic stick,lil’ kim feat. 50 cent,0aULRU35N9kTj6O1xMULRR,1,0.849,0.499,2.0,-7.872,1.0,0.271,0.117,4.97e-05,0.268,0.504,92.982,359973.0,4.0
212,p.i.m.p.,50 cent,2D1hlMwWWXpkc3CZJ5U351,1,0.7,0.758,10.0,-3.012,0.0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467.0,4.0
213,"bump, bump, bump",b2k and p. diddy,74jMwg2zsFMICzW3Wems6h,1,0.833,0.681,1.0,-6.028,0.0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533.0,4.0
214,into you,fabolous feat. tamia or ashanti,0yHConG49418wPs8UfAt44,1,0.546,0.538,7.0,-7.886,0.0,0.0523,0.233,0.0,0.118,0.58,182.12,295773.0,4.0
215,can’t let you go,fabolous feat. mike shorey and lil’ mo,6lrRIfQDcikJ5y5DtyZPuJ,1,0.646,0.6,9.0,-6.569,1.0,0.458,0.231,0.0,0.0794,0.811,192.082,223973.0,4.0
216,mesmerize,ja rule feat. ashanti,2iclfHORMqpR3TxuhwVRhD,1,0.764,0.648,1.0,-6.639,1.0,0.206,0.0563,0.0,0.414,0.391,90.1,278720.0,4.0
217,where is the love?,black eyed peas,3CNqo3gYrfexdrtjFmC9he,1,0.834,0.696,5.0,-3.224,1.0,0.197,0.11,0.0,0.13,0.804,94.09,272533.0,4.0
218,the game of love,santana feat. michelle branch,41IShViF79gmulEkIHAjcb,1,0.59,0.929,2.0,-3.236,1.0,0.0478,0.0714,0.000153,0.0598,0.674,119.818,254467.0,4.0
219,cry me a river,justin timberlake,7Lf7oSEVdzZqTA0kEDSlS5,1,0.624,0.654,8.0,-6.582,0.0,0.183,0.577,0.0,0.104,0.564,73.898,288333.0,4.0
220,how you gonna act like that,tyrese,3OUApyz3jDB3syGUNGqB1d,1,0.733,0.521,3.0,-3.657,0.0,0.0457,0.107,0.0,0.0692,0.525,112.913,294693.0,4.0
221,rock your body,justin timberlake,1AWQoqb9bSvzTjaLralEkT,1,0.892,0.714,4.0,-6.055,0.0,0.141,0.201,0.000234,0.0521,0.817,100.972,267267.0,4.0
222,no letting go,wayne wonder,5dWfl2PBpKHpBVdz95wxK1,1,0.496,0.819,5.0,-5.656,0.0,0.0444,0.0479,0.000215,0.177,0.317,100.215,202013.0,4.0
223,frontin’,pharrell feat. jay-z,0iFOG4Ki9aDmJUYUFHQlPG,1,0.894,0.404,9.0,-5.913,0.0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,236507.0,4.0
224,landslide,dixie chicks,5ihS6UUlyQAfmp48eSkxuQ,1,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493.0,4.0
225,’03 bonnie & clyde,jay-z feat. beyonce knowles,5ljCWsDlSyJ41kwqym2ORw,1,0.759,0.678,9.0,-5.148,0.0,0.314,0.23,0.0,0.15,0.327,89.64,205560.0,4.0
226,don’t mess with my man,nivea feat. brian and brandon casey,39YovPslPCXbFYhlYjsZ2Y,1,0.879,0.73,11.0,-4.369,0.0,0.164,0.114,0.0,0.241,0.885,99.925,213227.0,4.0
227,so gone,monica,6BIcjFZIVDZxNAcofRFPx4,1,0.618,0.552,8.0,-6.863,1.0,0.0981,0.176,0.0,0.252,0.586,81.975,242773.0,4.0
228,air force ones,"nelly feat. kyjuan, ali and murphy lee",7kAFSrTIOiVZ0gnHBuAH3l,1,0.784,0.459,4.0,-9.74,0.0,0.317,0.0847,0.0,0.079,0.618,164.062,304000.0,4.0
229,"never leave you – uh ooh, uh oooh!",lumidee,1AjQE5MtP5jHQMyDepbvLI,1,0.811,0.657,6.0,-6.197,1.0,0.362,0.0391,0.712,0.0798,0.777,199.958,184907.0,4.0
230,beautiful,snoop dogg feat. pharrell and uncle charlie wilson,4675yUu8AUbE72T94BkLCD,1,0.893,0.74,11.0,-4.936,0.0,0.132,0.299,0.0,0.0881,0.963,101.025,299147.0,4.0
231,gossip folks,missy “misdemeanor” elliott feat. ludacris,75DjPjiIp2fvJDjtt41Jfs,1,0.707,0.538,0.0,-5.264,1.0,0.505,0.362,0.0,0.317,0.439,121.732,234893.0,4.0
232,miss independent,kelly clarkson,2CZi8d774dBB0wiuWMIpr8,1,0.655,0.623,11.0,-6.302,0.0,0.116,0.0861,0.000346,0.0652,0.615,175.973,214787.0,4.0
233,calling all angels,train,0E29BKKGCJHcb7b9oIWgGB,1,0.454,0.839,3.0,-5.368,1.0,0.0441,0.0746,0.0,0.279,0.529,166.166,242200.0,4.0
234,damn!,youngbloodz feat. lil jon,5TpaWJKnuyA4MjzAbFXSTQ,1,0.772,0.724,6.0,-5.799,0.0,0.307,0.0149,0.0,0.355,0.518,84.038,298600.0,4.0
235,this is the night,clay aiken,2xnVdRMaQBkRfZyefKC2ec,1,0.528,0.56,11.0,-8.296,1.0,0.0268,0.151,1.28e-06,0.3,0.372,99.037,212200.0,4.0
236,your body is a wonderland,john mayer,7vFv0yFGMJW3qVXbAd9BK9,1,0.647,0.729,5.0,-6.251,1.0,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627.0,4.0
237,headstrong,trapt,1AEYT6VxrxXPMoQUxsY0E4,1,0.492,0.896,4.0,-5.819,0.0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570.0,4.0
238,in those jeans,ginuwine,5ojJNnX5ND2gMGojPd3NiO,1,0.691,0.541,1.0,-5.873,1.0,0.0776,0.508,0.0,0.0753,0.319,127.683,243307.0,4.0
239,stand up,ludacris feat. shawnna,2CtCwQhY0ZLvr8L2l8Bo6e,1,0.751,0.84,6.0,-4.855,1.0,0.349,0.367,0.0,0.0916,0.801,99.057,213760.0,4.0
240,the remedy (i won’t worry),jason mraz,4tK4ARuilOrBzwVQK73E0Y,1,0.589,0.867,10.0,-4.523,1.0,0.0385,0.04,0.0,0.306,0.795,94.519,256441.0,4.0
241,why don’t you & i,santana feat. alex band or chad kroeger,43LdgobPlcCc5g9Kmactvy,1,0.495,0.894,10.0,-4.89,1.0,0.102,0.136,0.0,0.106,0.777,168.062,274360.0,4.0
242,excuse me miss,jay-z,0ZHu7jkSSrT0eK4OxuG4O5,1,0.714,0.862,6.0,-5.531,1.0,0.286,0.0305,0.0,0.0884,0.887,92.849,281240.0,4.0
243,jenny from the block,jennifer lopez feat. styles and jadakiss,4ZOyH6KjomjlqCz3oFqglr,1,0.844,0.754,6.0,-5.46,1.0,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,187840.0,4.0
244,are you happy now?,michelle branch,5B7XIcS5T76NJZFOHX30Io,1,0.484,0.827,8.0,-5.324,1.0,0.046,0.0039,0.00143,0.0876,0.717,179.566,230760.0,4.0
245,forever and for always,shania twain,5eQtR62IZ8P8qZM2pSD9Ip,1,0.469,0.722,6.0,-4.806,1.0,0.0326,0.232,0.0,0.123,0.529,85.984,283000.0,4.0
246,i can,nas,2NPxL1QqPrD1a7OLHjVcAP,1,0.837,0.885,6.0,-3.914,0.0,0.182,0.103,0.0,0.0666,0.694,95.313,253720.0,4.0
247,if you’re not the one,daniel bedingfield,4gJoAvFpDvaeqm2EKYGmhb,1,0.687,0.537,10.0,-7.639,1.0,0.0305,0.561,0.0,0.107,0.264,120.023,257160.0,4.0
248,thoia thoing,r. kelly,44ssa5Vilw1qJ79wZKfZgx,1,0.585,0.625,1.0,-5.575,1.0,0.31,0.266,4.82e-05,0.0724,0.95,87.055,221240.0,4.0
249,here without you,3 doors down,3NLrRZoMF0Lx6zTlYqeIo4,1,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,238733.0,4.0
250,wanksta,50 cent,6rpNe6gSkmiYW6BfSFATi5,1,0.806,0.867,1.0,-3.538,1.0,0.157,0.02,0.0,0.131,0.904,81.033,219400.0,4.0
251,my love is like… wo,mya,0PKkPp0dIrJc9c9Ie5cAr5,1,0.892,0.518,2.0,-6.124,1.0,0.0562,0.0402,0.00717,0.312,0.928,95.034,210947.0,4.0
252,it’s five o’clock somewhere,alan jackson and jimmy buffett,5oHHMDcVOmPSFrCgdbHPdb,1,0.713,0.772,2.0,-6.69,1.0,0.0372,0.208,0.0,0.211,0.88,125.202,230133.0,4.0
253,like glue,sean paul,6pbCkvCENw0suVGr4Ckkae,1,0.757,0.78,1.0,-5.038,1.0,0.319,0.0811,0.0,0.113,0.59,97.917,232507.0,4.0
254,can’t hold us down,christina aguilera feat. lil’ kim,0cv1Mnb47oMvjVKMc2cyZw,1,0.859,0.658,8.0,-4.481,1.0,0.192,0.0326,0.00181,0.0651,0.538,98.989,255267.0,4.0
255,my front porch looking in,lonestar,2CVJECHIdpe8otFH0XFI4F,1,0.529,0.811,5.0,-5.62,1.0,0.0511,0.0317,0.0,0.311,0.454,102.703,223573.0,4.0
256,angel,amanda perez,7DSfv2r0Km90N97qlRTxou,1,0.631,0.496,9.0,-8.279,0.0,0.0598,0.428,1.01e-06,0.107,0.365,143.735,217627.0,4.0
257,she hates me,puddle of mudd,16DhvbuyvJob4Q9GHNYu2n,1,0.58,0.748,4.0,-5.433,1.0,0.0323,0.00935,0.0,0.753,0.584,109.781,216760.0,4.0
258,don’t wanna try,frankie j,1XE1UGRpvvkaFEeqe1OJpw,1,0.655,0.433,5.0,-7.577,0.0,0.0348,0.444,0.0,0.221,0.199,130.127,245293.0,4.0
259,the jump off,lil’ kim feat. mr. cheeks,3CZlTOyNnKVMb021IYEY6r,1,0.853,0.752,1.0,-8.831,1.0,0.339,0.178,4.65e-06,0.0553,0.935,104.946,234800.0,4.0
260,intuition,jewel,1DQEvkPTtRJ4E0Lmk6sfIc,1,0.718,0.798,7.0,-4.309,1.0,0.0586,0.00447,0.00632,0.0639,0.814,100.03,228893.0,4.0
261,hell yeah,ginuwine feat. baby,1p149YJfXkHkSzYp4UZUxV,1,0.631,0.714,5.0,-7.259,0.0,0.355,0.0272,0.0,0.564,0.653,87.98,338733.0,4.0
262,beer for my horses,toby keith duet with willie nelson,7E2DqvnVtbIrFrL5X6YH9Q,1,0.717,0.85,10.0,-5.329,1.0,0.0473,0.368,0.0,0.0495,0.805,119.005,204000.0,4.0
263,suga suga,baby bash feat. frankie j,6Nq5lE0CeOAAAqN4qhkbZU,1,0.662,0.748,5.0,-3.041,0.0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027.0,4.0
264,love of my life (an ode to hip hop),erykah badu feat. common,0ieS2bue78yadTdPiyzsaO,1,0.618,0.413,5.0,-9.311,0.0,0.398,0.134,0.000338,0.0913,0.462,87.412,337573.0,4.0
265,fighter,christina aguilera,7nXq1vaZiz7PdbfojpPjW5,1,0.435,0.92,4.0,-1.357,0.0,0.201,0.235,0.000353,0.552,0.45,188.899,245960.0,4.0
266,thugz mansion,2pac,3eBBbAEBQdr6tkUUd8gyuQ,1,0.703,0.639,5.0,-6.183,0.0,0.281,0.299,0.0,0.139,0.893,87.908,247600.0,4.0
267,clocks,coldplay,0BCPKOYdS2jbQ8iyB56Zns,1,0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,307880.0,4.0
268,put that woman first,jaheim,3OQu3z3okKVmWxSXTTHak5,1,0.649,0.536,5.0,-8.804,0.0,0.132,0.492,0.0,0.184,0.513,78.935,245773.0,4.0
269,rain on me,ashanti,1YZBMqN8kHaaRPXpQTC3kb,1,0.606,0.699,8.0,-3.103,0.0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,297960.0,4.0
270,19 somethin’,mark wills,0ElpjZyX8YBiXuYcDC1Ci9,1,0.58,0.816,4.0,-5.165,1.0,0.0726,0.132,0.0,0.0776,0.814,89.938,200467.0,4.0
271,"can’t stop, won’t stop",young gunz,1kgDlypHy9hCvCxeoCtd7X,1,0.855,0.788,6.0,-3.041,0.0,0.219,0.00709,0.0,0.358,0.809,99.992,262800.0,4.0
272,red dirt road,brooks and dunn,3EZzghqykkfOB0Z8d0kTSt,1,0.555,0.868,5.0,-3.798,1.0,0.0403,0.0664,0.000117,0.116,0.479,136.12,260360.0,4.0
273,what was i thinkin’,dierks bentley,0r8iDf65NHgFgZOGLwj5r8,1,0.551,0.825,5.0,-6.24,0.0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827.0,4.0
274,flying without wings,ruben studdard,4vzYcDxBXAUPYDUna4BVeE,1,0.498,0.493,8.0,-7.748,1.0,0.0369,0.75,0.0,0.115,0.222,146.049,226133.0,4.0
275,sing for the moment,eminem,3CpoeW0cZSDzIRv5z34F87,1,0.668,0.824,5.0,-4.164,0.0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547.0,4.0
276,have you forgotten?,darryl worley,5JWuz7zukN8z9JLNm29U5K,1,0.478,0.625,7.0,-5.975,1.0,0.0341,0.0515,0.0,0.116,0.343,160.196,242293.0,4.0
277,"no shoes, no shirt, no problems",kenny chesney,208bYsadJ56km31IENM2qS,1,0.719,0.546,7.0,-10.239,1.0,0.032,0.243,0.00844,0.181,0.669,117.925,209667.0,4.0
278,come over,aaliyah,28RaFrB9gSS48XXumZMobc,1,0.759,0.458,5.0,-7.894,0.0,0.0754,0.559,0.000108,0.164,0.641,109.15,235107.0,4.0
